uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
6fa8361f-1af1-57dc-8642-a615ddd987cd,proof,no,,no,yes,"To show that \(5n+3\) is a composite number given that \(2n+1\) and \(3n+1\) are both perfect squares, we can proceed as follows:

1. Let \(2n+1 = x^2\) for some integer \(x\). This implies:
   \[
   2n = x^2 - 1 \implies n = \frac{x^2 - 1}{2}
   \]

2. Let \(3n+1 = y^2\) for some integer \(y\). This implies:
   \[
   3n = y^2 - 1 \implies n = \frac{y^2 - 1}{3}
   \]

3. Since \(n\) must satisfy both equations, we equate the two expressions for \(n\):
   \[
   \frac{x^2 - 1}{2} = \frac{y^2 - 1}{3}
   \]

4. Cross-multiplying gives:
   \[
   3(x^2 - 1) = 2(y^2 - 1) \implies 3x^2 - 3 = 2y^2 - 2 \implies 3x^2 - 2y^2 = 1
   \]

5. We need to show that \(5n+3\) is composite. Using the expression for \(n\) from step 1:
   \[
   5n + 3 = 5\left(\frac{x^2 - 1}{2}\right) + 3 = \frac{5x^2 - 5}{2} + 3 = \frac{5x^2 - 5 + 6}{2} = \frac{5x^2 + 1}{2}
   \]

6. Using the expression for \(n\) from step 2:
   \[
   5n + 3 = 5\left(\frac{y^2 - 1}{3}\right) + 3 = \frac{5y^2 - 5}{3} + 3 = \frac{5y^2 - 5 + 9}{3} = \frac{5y^2 + 4}{3}
   \]

7. To show that \(5n+3\) is composite, we use the fact that:
   \[
   5n + 3 = 4(2n+1) - (3n+1)
   \]
   Substituting \(2n+1 = x^2\) and \(3n+1 = y^2\):
   \[
   5n + 3 = 4x^2 - y^2
   \]

8. We can factorize \(4x^2 - y^2\) as a difference of squares:
   \[
   4x^2 - y^2 = (2x + y)(2x - y)
   \]

9. For \(5n+3\) to be prime, one of the factors \(2x + y\) or \(2x - y\) must be 1. Assume \(2x - y = 1\):
   \[
   y = 2x - 1
   \]

10. Substitute \(y = 2x - 1\) into the equation \(3x^2 - 2y^2 = 1\):
    \[
    3x^2 - 2(2x - 1)^2 = 1 \implies 3x^2 - 2(4x^2 - 4x + 1) = 1 \implies 3x^2 - 8x^2 + 8x - 2 = 1 \implies -5x^2 + 8x - 3 = 1 \implies -5x^2 + 8x - 4 = 0
    \]

11. Solving the quadratic equation:
    \[
    5x^2 - 8x + 4 = 0
    \]
    The discriminant \(\Delta = 64 - 80 = -16\), which is negative, indicating no real solutions.

12. Therefore, \(2x - y \neq 1\), and \(5n + 3\) cannot be prime. Hence, \(5n + 3\) must be composite.

\(\blacksquare\)",Let $n$ be a positive integer such that $2n+1$ and $3n+1$ are both perfect squares. Show that $5n+3$ is a composite number.,,"import Mathlib

/- Let $n$ be a positive integer such that $2n+1$ and $3n+1$ are both perfect squares. Show that $5n+3$ is a composite number. -/
theorem number_theory_87429 (n : ℕ) (hn : 0 < n) (h1 : ∃ m, m^2 = 2 * n + 1) (h2 : ∃ p, p^2 = 3 * n + 1) :
    ¬Prime (5 * n + 3) := by",,
eebafe79-6e6d-53a5-9258-d05887802247,math-word-problem,yes,yes,yes_generated,yes,"Solution.

Let $x$ be the work rate of the first team, and $y$ be the work rate of the second team. Working together, the teams will repair the section in $\frac{1}{x+y}$ days. According to the problem, $\frac{1}{x+y}=18$. The productivity of the first team is $\frac{1}{x}$, and the second team's productivity is $\frac{1}{y}$. According to the problem, $\frac{2}{3} \cdot \frac{1}{x}+\frac{1}{3} \cdot \frac{1}{y}=40$. Solving the system $\left\{\begin{array}{l}\frac{1}{x+y}=18, \\ \frac{2}{3} \cdot \frac{1}{x}+\frac{1}{3} \cdot \frac{1}{y}=40,\end{array}\right.$ we find: $\frac{1}{x}=45$ days; $\frac{1}{y}=30$ days or $\frac{1}{x}=24$ days, $\frac{1}{y}=72$ days. Considering the conditions of the problem, finally: $\frac{1}{x}=45$ days, $\frac{1}{y}=30$ days. Therefore, the first team will repair the entire section in 45 days, and the second team in 30 days.

Answer: 45 and 30 days.","13.107. Two brigades, working together, were supposed to repair a given section of a highway in 18 days. In reality, however, only the first brigade worked at first, and the second brigade, which has a higher labor productivity than the first, finished the repair of the road section. As a result, the repair of the given road section took 40 days, with the first brigade completing $2 / 3$ of the work during its working time. How many days would it take for each brigade to repair the given road section separately?","We are given real numbers `a` and `b` with the following properties:
1.  `0 < a`
2.  `0 < b`
3.  `a + b = 1 / 18`
4.  `40a + 20b = 1`

Our goal is to prove that `1 / a = 45`.

From the third property, `a + b = 1 / 18`, we can express `b` in terms of `a`:
`b = 1 / 18 - a`

Now, we substitute this expression for `b` into the fourth property, `40a + 20b = 1`:
`40a + 20 * (1 / 18 - a) = 1`

Let's simplify this equation:
`40a + 20 / 18 - 20a = 1`
`20a + 10 / 9 = 1`

Solving for `a`, we get:
`20a = 1 - 10 / 9`
`20a = -1 / 9`
`a = -1 / 180`

The result `a = -1 / 180` implies that `a < 0`. However, this is in direct contradiction with our initial hypothesis that `0 < a`.

Since the given assumptions lead to a logical contradiction (`a > 0` and `a < 0`), the set of assumptions is inconsistent. By the principle of explosion in classical logic, any statement can be proven from a contradiction. Therefore, the conclusion `1 / a = 45` holds true.","import Mathlib

/- 13.107. Two brigades, working together, were supposed to repair a given section of a highway in 18 days. In reality, however, only the first brigade worked at first, and the second brigade, which has a higher labor productivity than the first, finished the repair of the road section. As a result, the repair of the given road section took 40 days, with the first brigade completing $2 / 3$ of the work during its working time. How many days would it take for each brigade to repair the given road section separately? -/
theorem algebra_194009 (a b : ℝ) (ha : 0 < a) (hb : 0 < b) (h : a + b = 1 / 18)
    (h' : a * 40 + b * 20 = 1) :
    1 / a = 45 := by","import Mathlib

theorem algebra_194009 (a b : ℝ) (ha : 0 < a) (hb : 0 < b) (h : a + b = 1 / 18)
    (h' : a * 40 + b * 20 = 1) :
    1 / a = 45 := by
  have eq1 : b = 1 / 18 - a := by linarith
  rw [eq1] at h'
  -- expand and solve the equation
  -- we get $20a + \frac{10}{9} = 1$ which leads to $a < 0$, but $0 < a$.
  have h6 : a < 0 := by
    nlinarith
  linarith",
5e590d4e-8a10-5488-88d1-f86cc72c4b5b,math-word-problem,yes,yes,yes_generated,no,,Compare the values of $80^{13}$ and $10^{28}$.,"We want to prove that $80^{13} < 10^{28}$.

We begin by rewriting the left-hand side of the inequality. Since $80 = 8 \times 10$, we have:
$$80^{13} = (8 \times 10)^{13} = 8^{13} \times 10^{13}$$

Substituting this expression into the original inequality, we get:
$$8^{13} \times 10^{13} < 10^{28}$$

Since $10^{13}$ is a positive number, we can divide both sides of the inequality by $10^{13}$ without changing its direction. This simplifies the inequality to:
$$8^{13} < \frac{10^{28}}{10^{13}} = 10^{28-13} = 10^{15}$$

So, we now need to prove that $8^{13} < 10^{15}$.

Next, we express the base $8$ as a power of $2$, namely $8 = 2^3$. Substituting this into our simplified inequality gives:
$$(2^3)^{13} < 10^{15}$$

Using the property of exponents that $(a^m)^n = a^{mn}$, we get:
$$2^{39} < 10^{15}$$

To make these large numbers easier to compare, we can take the cube root of both sides. Since the function $x \mapsto \sqrt[3]{x}$ is strictly increasing for positive numbers, the inequality is preserved. This is equivalent to showing:
$$(2^{39})^{1/3} < (10^{15})^{1/3}$$
$$2^{39/3} < 10^{15/3}$$
$$2^{13} < 10^5$$

Now we can evaluate both sides directly. The left-hand side is:
$$2^{13} = 2^{10} \times 2^3 = 1024 \times 8 = 8192$$
The right-hand side is:
$$10^5 = 100,000$$

The inequality becomes $8192 < 100,000$, which is clearly true. Since this final inequality is true and was derived through a series of equivalent transformations, the original inequality $80^{13} < 10^{28}$ must also be true.","import Mathlib

/- Compare the values of $80^{13}$ and $10^{28}$. -/
theorem number_theory_5187 : 80 ^ 13 < 10 ^ 28 := by","import Mathlib

theorem number_theory_5187 : 80 ^ 13 < 10 ^ 28 := by
  norm_num",
3e706c76-c0bd-5ec5-abe8-a4ff4a88be4c,math-word-problem,yes,yes,yes_generated,yes,"$=.11 \cdot \frac{7}{3}$.
Solution 1: From the given and the triple angle cosine formula, we get $4 \cos ^{2} \theta-3=\frac{1}{3}$, which means $4 \cos ^{2} \theta=\frac{10}{3}$.
Therefore, $\frac{\sin 3 \theta}{\sin \theta}=3-4 \sin ^{2} \theta=4 \cos ^{2} \theta-1=\frac{7}{3}$.
Solution 2: Let $\frac{\sin 3 \theta}{\sin \theta}=x$, then
$$
\begin{array}{l}
x-\frac{1}{3}=\frac{\sin 3 \theta}{\sin \theta}-\frac{\cos 3 \theta}{\cos \theta} \\
=\frac{\sin (3 \theta-\theta)}{\sin \theta \cdot \cos \theta}=\frac{\sin 2 \theta}{\frac{1}{2} \sin 2 \theta}=2 .
\end{array}
$$

Thus, $x=2+\frac{1}{3}=\frac{7}{3}$.","11. Given that $\theta$ is an acute angle, and $\frac{\cos 3 \theta}{\cos \theta}=\frac{1}{3}$. Then $\frac{\sin 3 \theta}{\sin \theta}=$ $\qquad$","We are given that $\theta$ is a real number such that $0 < \theta < \frac{\pi}{2}$ and $\frac{\cos(3\theta)}{\cos\theta} = \frac{1}{3}$. We want to find the value of $\frac{\sin(3\theta)}{\sin\theta}$.

First, since $0 < \theta < \frac{\pi}{2}$, $\theta$ lies in the first quadrant. For any such angle, we have $\cos\theta > 0$ and $\sin\theta > 0$. This implies that both $\cos\theta$ and $\sin\theta$ are non-zero, which validates the expressions given.

From the given equation $\frac{\cos(3\theta)}{\cos\theta} = \frac{1}{3}$, we can multiply both sides by $\cos\theta$ to obtain $\cos(3\theta) = \frac{1}{3}\cos\theta$.

We use the triple-angle identity for cosine, which states that $\cos(3\theta) = 4\cos^3\theta - 3\cos\theta$. Substituting this into our equation gives:
$4\cos^3\theta - 3\cos\theta = \frac{1}{3}\cos\theta$.

We can rearrange this equation by bringing all terms to one side:
$4\cos^3\theta - 3\cos\theta - \frac{1}{3}\cos\theta = 0$
$4\cos^3\theta - \frac{10}{3}\cos\theta = 0$.

Factoring out $\cos\theta$, we get:
$\cos\theta \left(4\cos^2\theta - \frac{10}{3}\right) = 0$.

Since we have established that $\cos\theta \neq 0$, the other factor must be zero:
$4\cos^2\theta - \frac{10}{3} = 0$.

Solving for $\cos^2\theta$:
$4\cos^2\theta = \frac{10}{3}$
$\cos^2\theta = \frac{10}{12} = \frac{5}{6}$.

Next, we use the Pythagorean identity $\sin^2\theta + \cos^2\theta = 1$ to find the value of $\sin^2\theta$. Substituting the value of $\cos^2\theta$:
$\sin^2\theta + \frac{5}{6} = 1$.

Solving for $\sin^2\theta$:
$\sin^2\theta = 1 - \frac{5}{6} = \frac{1}{6}$.

Now we evaluate the expression $\frac{\sin(3\theta)}{\sin\theta}$. We use the triple-angle identity for sine: $\sin(3\theta) = 3\sin\theta - 4\sin^3\theta$.
Substituting this into the expression, we get:
$\frac{\sin(3\theta)}{\sin\theta} = \frac{3\sin\theta - 4\sin^3\theta}{\sin\theta}$.

Since $\sin\theta \neq 0$, we can divide the numerator by $\sin\theta$:
$\frac{\sin(3\theta)}{\sin\theta} = 3 - 4\sin^2\theta$.

Finally, we substitute the value we found for $\sin^2\theta$:
$3 - 4\left(\frac{1}{6}\right) = 3 - \frac{4}{6} = 3 - \frac{2}{3} = \frac{9}{3} - \frac{2}{3} = \frac{7}{3}$.

Thus, we conclude that $\frac{\sin(3\theta)}{\sin\theta} = \frac{7}{3}$.","import Mathlib

/- 11. Given that $\theta$ is an acute angle, and $\frac{\cos 3 \theta}{\cos \theta}=\frac{1}{3}$. Then $\frac{\sin 3 \theta}{\sin \theta}=$ $\qquad$ -/
theorem algebra_327201 (θ : ℝ) (hθ : θ ∈ Set.Ioo 0 (Real.pi / 2)) (h : Real.cos (3 * θ) / Real.cos θ = 1 / 3) :
    Real.sin (3 * θ) / Real.sin θ = 7 / 3 := by","import Mathlib

theorem algebra_327201 (θ : ℝ) (hθ : θ ∈ Set.Ioo 0 (Real.pi / 2)) (h : Real.cos (3 * θ) / Real.cos θ = 1 / 3) :
    Real.sin (3 * θ) / Real.sin θ = 7 / 3 := by 
  rcases hθ with ⟨h1, h2⟩
  have hcos_ne_zero : Real.cos θ ≠ 0 := by
    have h1' : θ > 0 := h1
    have h2' : θ < Real.pi / 2 := h2
    have hcos_pos : Real.cos θ > 0 := by
      apply Real.cos_pos_of_mem_Ioo
      constructor
      · linarith [h1']
      · linarith [Real.pi_pos, h2']
    have : Real.cos θ ≠ 0 := by nlinarith
    exact_mod_cast this
  
  have h_eq : Real.cos (3 * θ) = (1 / 3) * Real.cos θ := by
    field_simp [hcos_ne_zero] at h
    linarith
  
  have h1_eq : Real.cos (3 * θ) = 4 * (Real.cos θ)^3 - 3 * Real.cos θ := by
    rw [Real.cos_three_mul]
  
  rw [h1_eq] at h_eq
  
  have h2_eq : (Real.cos θ) ^ 2 = 5 / 6 := by
    have h3 : Real.cos θ * (12 * (Real.cos θ)^2 - 10) = 0 := by
      nlinarith
    cases' (mul_eq_zero.mp h3) with h4 h5
    · -- h4 : Real.cos θ = 0 is impossible
      exfalso
      exact hcos_ne_zero (by linarith)
    · -- h5 : 12 * (Real.cos θ)^2 - 10 = 0
      nlinarith
  have h_coeθ_pos : Real.cos θ > 0 := by
    apply Real.cos_pos_of_mem_Ioo
    constructor
    · linarith [h1]
    · linarith [Real.pi_pos, h2]
  have hsin_pos : Real.sin θ > 0 := by
      apply Real.sin_pos_of_pos_of_lt_pi
      · linarith [h1]
      · linarith [Real.pi_pos, h2]

  have h_eq1 : (Real.sin θ) ^ 2 = 1 / 6 := by
    have h_eq : (Real.sin θ)^2 + (Real.cos θ)^2 = 1 := Real.sin_sq_add_cos_sq θ
    rw [h2_eq] at h_eq
    nlinarith
  
  have h3 : Real.sin (3 * θ) = 3 * Real.sin θ - 4 * (Real.sin θ) ^ 3 := by
    rw [Real.sin_three_mul]

  have h_eq2 : Real.sin (3 * θ)/Real.sin θ = 3 - 4 * (Real.sin θ) ^ 2 := by
    have h : Real.sin θ ≠ 0 := by
      have hsin_pos' : Real.sin θ > 0 := hsin_pos
      nlinarith
    rw [h3]
    field_simp [h]
    <;> nlinarith [hsin_pos, h_eq1]

  rw [h_eq2]
  nlinarith [h_eq1]",
2808c356-6bd4-550f-ac5b-2bcd4c5431c0,proof,no,,no,no,,"Prove that the arithmetic progression $3,7,11,15,...$. contains infinitely many prime numbers.",,"import Mathlib

/- Prove that the arithmetic progression $3,7,11,15,...$. contains infinitely many prime numbers. -/
theorem number_theory_79715 : ∀ n : ℕ, ∃ p > n, p.Prime ∧ ∃ k, p = 4 * k + 3 := by",,
0173068b-f0f0-531b-9ac4-a7305693daf5,math-word-problem,no,,no,yes,"1. Start with the given number: 
   \[
   555,555,555,555
   \]

2. Factor out the obvious factor of 5:
   \[
   555,555,555,555 = 5 \times 111,111,111,111
   \]

3. Recognize that \(111,111,111,111\) can be factored further. Notice the repeating pattern and use the factorization of numbers of the form \(111\ldots1\):
   \[
   111,111,111,111 = 111,111 \times 1,000,001
   \]

4. Factor \(111,111\):
   \[
   111,111 = 3 \times 37 \times 1,001
   \]

5. Factor \(1,001\):
   \[
   1,001 = 7 \times 11 \times 13
   \]

6. Now, factor \(1,000,001\):
   \[
   1,000,001 = 101 \times 9,901
   \]

7. Finally, factor \(9,901\):
   \[
   9,901 = 97 \times 102
   \]

8. Combine all the factors:
   \[
   555,555,555,555 = 5 \times 3 \times 37 \times 7 \times 11 \times 13 \times 101 \times 9,901
   \]

9. Identify the three largest prime factors:
   \[
   \text{The three largest prime factors are } 37, 101, \text{ and } 9,901.
   \]

The final answer is \(\boxed{37, 101, 9,901}\).","The number 555,555,555,555 factors into eight distinct prime factors, each with a multiplicity of 1. What are the three largest prime factors of 555,555,555,555?",,"import Mathlib

/- The number 555,555,555,555 factors into eight distinct prime factors, each with a multiplicity of 1. What are the three largest prime factors of 555,555,555,555? -/
theorem number_theory_86526 : (Nat.primeFactors 555555555555).card = 8 ∧
    (Nat.primeFactors 555555555555).max = 9999 ∧
    (Nat.primeFactors 555555555555).min = 2 ∧
    (Nat.primeFactors 555555555555).card = 8 ∧
    (Nat.primeFactors 555555555555).prod id = 555555555555 := by",,
f5f237ac-9c06-54dc-ac8f-fe80ba68c87d,math-word-problem,no,,no,yes,"Answer: $(-\infty ;-26) \cup(0 ;+\infty)$

## Innopolis Open

Mathematics Olympiad

Innopolis University

## Qualifying (correspondence) stage in mathematics, December 2, 2018

## 11th grade, variant 6.","10. (20 points) Find all values of the parameter $a$ for which the equation

$$
9|x-4 a|+|x-a^{2}|+8 x-2 a=0
$$

has no solution.",,"import Mathlib

/- 10. (20 points) Find all values of the parameter $a$ for which the equation

$$
9|x-4 a|+|x-a^{2}|+8 x-2 a=0
$$

has no solution. -/
theorem algebra_198137 (a : ℝ) :
    ¬∃ x, 9 * abs (x - 4 * a) + abs (x - a ^ 2) + 8 * x - 2 * a = 0 ↔ a < -26 ∨ a > 0 := by",,
0a0992f7-69ee-549f-9851-c2aac2156256,math-word-problem,yes,yes,yes_generated,no,,"Let $n$ be a positive integer. When we reverse the digits of $n$, we may obtain a number larger than $n$. Such an $n$ is called an ""increasing number"". For example, when we reverse $2003$, we get $3002$; and $3002$ is greater than $2003$. Therefore, $2003$ is an ""increasing number"". How many four-digit positive integers are ""increasing numbers""?","Let `rev(n)` denote the integer obtained by reversing the decimal digits of a natural number `n`. We are looking for the number of four-digit positive integers `n` such that `n < rev(n)`.

First, we formalize the property of being such an ""increasing number"". Let's define a set `S` of natural numbers `n` that satisfy two conditions:
1. `n` is strictly less than its reversal: `n < rev(n)`.
2. The reversal of `n`, `rev(n)`, is a four-digit number: `1000 ≤ rev(n) ≤ 9999`.

This definition is equivalent to the problem statement. An integer `n` is a four-digit number satisfying `n < rev(n)` if and only if `n` satisfies the two conditions above. If `n` is a four-digit number with `n < rev(n)`, then `rev(n)` must also be a four-digit number, since `rev(n) > n ≥ 1000`. Conversely, if `rev(n)` is a four-digit number and `n < rev(n)`, then `n` must also be a four-digit number.

Our goal is to find the cardinality of the set `S`.

We first establish an upper bound for any number `n` in `S`. From the two conditions defining `S`, we have `n < rev(n)` and `rev(n) ≤ 9999`. Combining these inequalities gives `n < 9999`, which for a natural number `n` means `n ≤ 9998`. Since `n` is a natural number, we also have `n ≥ 0`. Therefore, any number `n` satisfying the conditions must lie in the integer interval `[0, 9999]`.

This shows that the set `S` is a subset of the finite set of integers `{0, 1, ..., 9999}`. Consequently, we can find the number of elements in `S` by testing each integer from 0 to 9999 and counting how many satisfy the conditions for membership in `S`.

The property of a number `n` being in `S` is computationally decidable for any given `n`. We can compute `rev(n)` and check if the inequalities `n < rev(n)` and `1000 ≤ rev(n) ≤ 9999` both hold.

By performing this exhaustive check over all integers from 0 to 9999, we find that there are exactly 4005 integers that satisfy these conditions.","import Mathlib

def is_increasing (n : ℕ) := n < (Nat.ofDigits 10 (List.reverse (Nat.digits 10 n))) ∧
    (Nat.ofDigits 10 (List.reverse (Nat.digits 10 n))) ∈ Finset.Icc 1000 9999

/- Let $n$ be a positive integer. When we reverse the digits of $n$, we may obtain a number larger than $n$. Such an $n$ is called an ""increasing number"". For example, when we reverse $2003$, we get $3002$; and $3002$ is greater than $2003$. Therefore, $2003$ is an ""increasing number"". How many four-digit positive integers are ""increasing numbers""? -/
theorem number_theory_10573 :
    Set.ncard {n | is_increasing n} = 4005 := by","import Mathlib

def is_increasing (n : ℕ) := n < (Nat.ofDigits 10 (List.reverse (Nat.digits 10 n))) ∧
    (Nat.ofDigits 10 (List.reverse (Nat.digits 10 n))) ∈ Finset.Icc 1000 9999

theorem number_theory_10573 :
    Set.ncard {n | is_increasing n} = 4005 := by 
  have h1 : {n | is_increasing n} = Finset.filter (fun n => n < (Nat.ofDigits 10 (List.reverse (Nat.digits 10 n))) ∧
      (Nat.ofDigits 10 (List.reverse (Nat.digits 10 n))) ∈ Finset.Icc 1000 9999) (Finset.Icc 0 9999) := by
    ext n
    simp [is_increasing, Finset.mem_Icc]
    <;> omega
  rw [h1]
  rw [Set.ncard_coe_Finset]
  native_decide",
5ebaeba1-9acc-5b4c-85aa-ba0e38e411df,math-word-problem,no,,no,yes,"The abscissa of the point of intersection of the graph with the $O X$ axis is $-\left(1+\frac{1}{k}\right)$. The ordinate of the point of intersection with the $O Y$ axis is $k+1$. Therefore,

$S_{A B O}=1 / 2 O A \cdot O B=1 / 2(k+1)(1+1 / k)=1 / 2(2+k+1 / k)$. The minimum value of the expression $k+1 / k$ is achieved when $k$ $=1$, hence, the smallest possible area of triangle $A B O$ is 2.","[ $[$ graphs and GMT on the coordinate plane $]$ Cauchy's Inequality $\quad]$

The graph of the linear function $y=k x+k+1$, where $k>0$, intersects the coordinate axes at points $A$ and $B$.

What is the smallest possible area of triangle $A B O$ ( $(O$ - the origin)?",,"import Mathlib

open Real Set
open scoped BigOperators

/- [ $[$ graphs and GMT on the coordinate plane $]$ Cauchy's Inequality $\quad]$

The graph of the linear function $y=k x+k+1$, where $k>0$, intersects the coordinate axes at points $A$ and $B$.

What is the smallest possible area of triangle $A B O$ ( $(O$ - the origin)? -/
theorem algebra_199225 {k : ℝ} (hk : k > 0) :
    IsLeast {x | ∃ A B : ℝ × ℝ,
                  A.1 = - (k + 1) / k ∧ A.2 = 0 ∧
                  B.1 = 0 ∧ B.2 = k + 1 ∧
                  x = (1 / 2) * abs (A.2 * B.1 - B.2 * A.1)} 2 := by",,
f3bb85a4-6350-5947-99a2-df8abdd96634,math-word-problem,no,,no,yes,"11. $\{a \mid 0 \leqslant a<4\}$.

Since the roots of $f(x)=0$ are $x=0$ or $x=-a$, we can transform $f(f(x))=0$ into
$$
f(x)=0 \text { or } f(x)+a=0 \text {. }
$$

From the problem, $f(x)+a=0$ has no solution or the roots of $f(x)+a=0$ are $x=0$ or $x=-a$.
And $f(x)+a=0$, which is $x^{2}+a x+a=0$.
Thus, $\Delta=a^{2}-4 a<0$ or $a=0$.
Therefore, $0 \leqslant a<4$.","$$
\begin{array}{l}
\text { 11. Let } f(x)=x^{2}+a x, \\
\{x \mid f(x)=0, x \in \mathbf{R}\} \\
=\{x \mid f(f(x))=0, x \in \mathbf{R}\} \neq \varnothing .
\end{array}
$$

Then the range of all real numbers $a$ that satisfy the condition is",,"import Mathlib

/- $$
\begin{array}{l}
\text { 11. Let } f(x)=x^{2}+a x, \\
\{x \mid f(x)=0, x \in \mathbf{R}\} \\
=\{x \mid f(f(x))=0, x \in \mathbf{R}\} \neq \varnothing .
\end{array}
$$

Then the range of all real numbers $a$ that satisfy the condition is -/
theorem algebra_299424 (a : ℝ) (f : ℝ → ℝ) (hf : f = fun x => x ^ 2 + a * x)
    (h : ∀ x, f x = 0 ↔ f (f x) = 0) (ha : ∃ x, x ≠ 0 ∧ f x = 0) :
    0 ≤ a ∧ a < 4 := by",,
7fa77a78-e9d5-510e-b73c-a9ea3a15fc0e,math-word-problem,no,,no,no,,"Let $n$ be the number of distinct positive integers, each not exceeding $2013$, such that the sum of any three of these integers is divisible by $39$. Determine the maximum possible value of $n$.",,"import Mathlib

/- Let $n$ be the number of distinct positive integers, each not exceeding $2013$, such that the sum of any three of these integers is divisible by $39$. Determine the maximum possible value of $n$. -/
theorem number_theory_2255 :
    IsGreatest {n | ∃ s : Finset ℕ, s.card = n ∧
      (∀ x ∈ s, x ≤ 2013) ∧
      (∀ x ∈ s, ∀ y ∈ s, ∀ z ∈ s, 39 ∣ x + y + z)} 52 := by",,
f208e43d-fa17-5359-be78-b75ebea99857,math-word-problem,no,,no,yes,"6. 52.

Since the equation $|x|=|x+1|=|x+2|$ has no solution, we have $n \geqslant 2$ and the common difference is not 0.
Assume the general term of the sequence is $a-k d(1 \leqslant k \leqslant n, d>0)$.
Construct the function $f(x)=\sum_{k=1}^{n}|x-k d|$.
The given condition is equivalent to $f(x)=2028$ having at least four distinct roots $a, a+1, a+2, a+3$, which means the graph of $y=f(x)$ intersects the line $l: y=2028$ at least four times.

Notice that the graph of $y=f(x)$ is a downward convex broken line with $n+1$ segments symmetric about the line $y=\frac{(n+1) d}{2}$. It intersects the line $l$ at least four times if and only if there is a horizontal segment of the broken line on the line $l$, which happens if and only if $n=2 m$ and $a, a+1, a+2, a+3 \in[m d,(m+1) d]$, $f(m d)=2028$, i.e., $d \geqslant 3$ and $m^{2} d=2028$.
This gives $m^{2} \leqslant \frac{2028}{3}=676 \Rightarrow m \leqslant 26$.
Clearly, when $m=26$, taking $d=3, a=78$ satisfies the conditions of the problem.
Therefore, the maximum value of $n$ is 52.","6. Let $a_{1}, a_{2}, \cdots, a_{\mathrm{n}}$ be an arithmetic sequence, and
$$
\sum_{i=1}^{n}\left|a_{i}+j\right|=2028(j=0,1,2,3) \text {. }
$$

Then the maximum value of the number of terms $n$ is",,"import Mathlib

/- 6. Let $a_{1}, a_{2}, \cdots, a_{\mathrm{n}}$ be an arithmetic sequence, and
$$
\sum_{i=1}^{n}\left|a_{i}+j\right|=2028(j=0,1,2,3) \text {. }
$$

Then the maximum value of the number of terms $n$ is -/
theorem algebra_313308 {n : ℕ} (hn : n > 0) (a : ℕ → ℝ)
    (h : ∃ d, ∀ i ∈ Finset.range n, a i = a 0 + d * i) (h' : ∀ j ∈ Finset.range 4,
    ∑ i ∈ Finset.range n, |a i + j| = 2028) :
    n ≤ 52 := by",,
852b36b0-4763-5944-a9df-a8a1d81ea1b5,math-word-problem,yes,yes,yes_generated,no,,Compute $(4+8)^2+(4^2+8^2)$.,"We want to prove the equality $(4+8)^2 + (4^2 + 8^2) = 224$.

We will do this by evaluating the expression on the left-hand side. We follow the standard order of operations.

First, we evaluate the expressions inside the parentheses.
- The first term is $(4+8)^2$. The sum inside the parenthesis is $4 + 8 = 12$. Squaring this result gives $12^2 = 144$.
- The second term is $(4^2 + 8^2)$. We first compute the squares inside the parenthesis: $4^2 = 16$ and $8^2 = 64$. Then, we sum these values: $16 + 64 = 80$.

Now, we add the results of these two terms:
$$ 144 + 80 = 224 $$

Since the left-hand side evaluates to 224, we have shown that $(4+8)^2 + (4^2 + 8^2) = 224$. This completes the proof.","import Mathlib

/- Compute $(4+8)^2+(4^2+8^2)$. -/
theorem algebra_14387 : (4 + 8)^2 + (4^2 + 8^2) = 224 := by","import Mathlib

theorem algebra_14387 : (4 + 8)^2 + (4^2 + 8^2) = 224 := by
  norm_num",
65817d2f-e164-51b5-b8be-322c5e5223c7,math-word-problem,no,,no,yes,"17.3 or 57.

Substitute $z=3-x-y$ into $x^{3}+y^{3}+z^{3}=3$, we get $x y=3(x+y)-9+\frac{8}{x+y}$.
Since $x, y$ are integers, we have
$$
\begin{array}{l}
\left\{\begin{array} { l } 
{ x + y = 1 , } \\
{ x y = 2 ; }
\end{array} \quad \left\{\begin{array}{l}
x+y=4, \\
x y=5 ;
\end{array}\right.\right. \\
\left\{\begin{array} { l } 
{ x + y = 2 , } \\
{ x y = 1 ; }
\end{array} \quad \left\{\begin{array}{l}
x+y=8, \\
x y=16 .
\end{array},\right.\right.
\end{array}
$$

The first two systems of equations have no solutions.
From the last two systems of equations, we get
$$
x=y=z=1 ; x=y=4, z=-5 \text {. }
$$

Therefore, $x^{2}+y^{2}+z^{2}=3$ or 57.","17. Let $x, y, z$ be integers, and
$$
x+y+z=3, x^{3}+y^{3}+z^{3}=3 \text {. }
$$

Then $x^{2}+y^{2}+z^{2}=$ $\qquad$ .",,"import Mathlib

/- 17. Let $x, y, z$ be integers, and
$$
x+y+z=3, x^{3}+y^{3}+z^{3}=3 \text {. }
$$

Then $x^{2}+y^{2}+z^{2}=$ $\qquad$ . -/
theorem algebra_321996 (x y z : ℤ) (h1 : x + y + z = 3) (h2 : x^3 + y^3 + z^3 = 3) :
    x^2 + y^2 + z^2 = 3 ∨ x^2 + y^2 + z^2 = 57 := by",,
