uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
28727ae5-e07d-542f-aa74-4cefd1f16201,math-word-problem,no,,no,yes,"【Analysis】According to the problem, list the sequence as: $1, 7, 8, 0, 3, 3, 2, 0, 1, 3, 0, 0, 3, 3, 2, 0, 1, 3, 0, 0 \cdots$ It is evident that starting from the 4th number, every 8 numbers form a cycle. Since there are 3 numbers before the cycle, we need to subtract 3 from 2011 and then divide the result by 8 to find out how many groups there are, and then add them up to get the answer.

【Solution】Solution: The sequence: $1, 7, 8, 0, 3, 3, 2, 0, 1, 3, 0, 0, 3, 3, 2, 0, 1, 3, 0, 0 \cdots$
$(2011-3) \div 8=251$
$$
\begin{aligned}
& (0+3+3+2+0+1+3+0) \times 251+1+7+8 \\
= & 12 \times 251+16 \\
= & 3028
\end{aligned}
$$

Therefore, the answer is: 3028.","3. (10 points) The first three numbers in a sequence are $1, 7, 8$, and each subsequent number is the remainder when the sum of the three preceding numbers is divided by 4. What is the sum of the first 2011 numbers in this sequence? $\qquad$ .",,"import Mathlib

/- 3. (10 points) The first three numbers in a sequence are $1, 7, 8$, and each subsequent number is the remainder when the sum of the three preceding numbers is divided by 4. What is the sum of the first 2011 numbers in this sequence? $\qquad$ . -/
theorem number_theory_143142 (a : ℕ → ℕ)
    (h₀ : a 0 = 1)
    (h₁ : a 1 = 7)
    (h₂ : a 2 = 8)
    (h₃ : ∀ n, a (n + 3) = (a n + a (n + 1) + a (n + 2)) % 4) :
    ∑ i in Finset.range 2011, a i = 3028 := by",,
b2fcb7b6-b3ce-58bd-8564-e8ca047639d9,proof,no,,no,yes,"Induction. The base case ($n=1$) is obvious.

Induction step. Let $n=2m$. The number $m$ can be represented in the given form. By increasing all $v_{i}$ by 1, we obtain

a representation of the number $n$.

Let $n$ be odd. Take $v_{0}=0$. Consider the largest $u_{0}$ such that $3^{u_{0}} \leq n$. If the inequality is strict, then represent the number $l=n-3^{u_{0}}$ in the given form. In this case, $v_{1}>0$, since $l$ is even, and $u_{1}<u_{0}$, because $l < 3^{u_{0}+1}-3^{u_{0}}=2 \cdot 3^{u_{0}}$.","Herrver m.l.

Prove that any natural number can be represented in the form $3^{u_{1} 2^{v_{1}}}+3^{u_{2} 2^{v_{2}}+\ldots}+3^{u_{k} 2^{v_{k}}}$, where $u_{1}>u_{2}>\ldots$ $>u_{k} \geq 0$ and $0 \leq v_{1}<v_{2}<\ldots<v_{k}$ are integers.",,"import Mathlib

/- Herrver m.l.

Prove that any natural number can be represented in the form $3^{u_{1} 2^{v_{1}}}+3^{u_{2} 2^{v_{2}}+\ldots}+3^{u_{k} 2^{v_{k}}}$, where $u_{1}>u_{2}>\ldots$ $>u_{k} \geq 0$ and $0 \leq v_{1}<v_{2}<\ldots<v_{k}$ are integers. -/
theorem number_theory_201438 (n : ℕ) :
    ∃ k : ℕ, ∃ u v : Fin k → ℕ,
      (∀ i j, i < j → u i > u j) ∧
      (∀ i j, i < j → v i < v j) ∧
      n = ∑ i, 3^(u i * 2^(v i)) := by",,
6d3e8e61-b083-5818-b266-dba1038fcc4e,math-word-problem,no,,no,yes,"1. **Claim**: \( k \) must be odd.
   - **Proof**: Assume \( k \) is even. Then \( 3^k \equiv 1 \pmod{4} \) and \( 5^k \equiv 1 \pmod{4} \) because any even power of an odd number is congruent to 1 modulo 4. Therefore, \( 3^k + 5^k \equiv 1 + 1 \equiv 2 \pmod{4} \). However, 2 modulo 4 cannot be a power of an integer with an exponent greater than 1, as it would either have too many or too few factors of 2. Thus, \( k \) must be odd.

2. **Consider \( k \) modulo 16**:
   - Since \( k \) is odd, we need to check \( 3^k + 5^k \pmod{16} \). For odd \( k \), \( 3^k \equiv 3 \pmod{16} \) and \( 5^k \equiv 5 \pmod{16} \). Therefore, \( 3^k + 5^k \equiv 3 + 5 \equiv 8 \pmod{16} \). This implies that \( 3^k + 5^k \) must be a power of 2, specifically \( 2^3 = 8 \). Hence, the exponent must be 3.

3. **Check \( k = 1 \)**:
   - For \( k = 1 \), \( 3^1 + 5^1 = 3 + 5 = 8 \), which is indeed \( 2^3 \). Thus, \( k = 1 \) works.

4. **Assume \( k > 1 \)**:
   - Since \( k \) is odd, we need to check higher values of \( k \).

5. **Consider \( k \) modulo 9**:
   - For \( k \) to be a cube, \( 3^k + 5^k \) modulo 9 must be \( -1, 0, \) or \( 1 \). Since \( k \) is odd, \( 3^k \equiv 3 \pmod{9} \) and \( 5^k \equiv 5 \pmod{9} \). Therefore, \( 3^k + 5^k \equiv 3 + 5 \equiv 8 \pmod{9} \). This is not congruent to \( -1, 0, \) or \( 1 \), so \( k \) cannot be a multiple of 3 modulo 6.

6. **Consider \( k \) modulo 7**:
   - For \( k \) to be a cube, \( 3^k + 5^k \) modulo 7 must be \( -1, 0, \) or \( 1 \). Since \( k \) is odd, \( 3^k \equiv 6 \pmod{7} \) and \( 5^k \equiv 6 \pmod{7} \). Therefore, \( 3^k + 5^k \equiv 6 + 6 \equiv 5 \pmod{7} \). This is not congruent to \( -1, 0, \) or \( 1 \), so \( k \) cannot be a multiple of 3 modulo 6.

7. **Conclusion**:
   - Since no \( k > 1 \) works, the only solution is \( k = 1 \).

The final answer is \( \boxed{ k = 1 } \).",Find all positive integers $k$ for which number $3^k+5^k$ is a power of some integer with exponent greater than $1$.,,"import Mathlib

/- Find all positive integers $k$ for which number $3^k+5^k$ is a power of some integer with exponent greater than $1$. -/
theorem number_theory_83109 (k : ℕ) :
    0 < k ∧ ∃ m n, 3^k + 5^k = m^n ∧ n > 1 ↔ k = 1 := by",,
24d35f25-e5ae-539f-89d9-aa593fded29d,math-word-problem,yes,yes,no,yes,"Answer: -4914 (numbers on the board: $-3,2,7,9,13$).

Solution. The sum of the numbers in the obtained set is 112. Each of the original five numbers appears 4 times in this sum. Therefore, the sum of the required numbers is $112: 4=28$. The sum of the two smallest numbers is -1, and the sum of the two largest numbers is 22. Therefore, the middle number (the third largest of the five) is $28-22-(-1)=7$. In the set given in the problem, the second number is equal to the sum of the first and third required numbers, from which the first number is $4-7=-3$, and the second is 2. Similarly, we obtain that the fourth number is 9, and the fifth is 13. Thus, the numbers on the board are $-3,2,7,9,13$, and their product is -4914.","6.1. On the board, there are 5 integers. By adding them in pairs, the following set of 10 numbers was obtained: $-1,4,6,9,10,11,15,16,20,22$. Determine which numbers are written on the board. In your answer, write their product.",,"import Mathlib

/- 6.1. On the board, there are 5 integers. By adding them in pairs, the following set of 10 numbers was obtained: $-1,4,6,9,10,11,15,16,20,22$. Determine which numbers are written on the board. In your answer, write their product. -/
theorem algebra_206966 (a b c d e : ℤ) (h₀ : a + b = -1) (h₁ : a + c = 4) (h₂ : a + d = 6)
    (h₃ : a + e = 9) (h₄ : b + c = 10) (h₅ : b + d = 11) (h₆ : b + e = 15) (h₇ : c + d = 16)
    (h₈ : c + e = 20) (h₉ : d + e = 22) :
    a * b * c * d * e = -4914 := by","import Mathlib

theorem algebra_206966 (a b c d e : ℤ) (h₀ : a + b = -1) (h₁ : a + c = 4) (h₂ : a + d = 6)
    (h₃ : a + e = 9) (h₄ : b + c = 10) (h₅ : b + d = 11) (h₆ : b + e = 15) (h₇ : c + d = 16)
    (h₈ : c + e = 20) (h₉ : d + e = 22) :
    a * b * c * d * e = -4914 := by
  nlinarith [h₀, h₁, h₂, h₃, h₄, h₅, h₆, h₇, h₈, h₉]",
c84abdab-ddd2-5084-8d38-f37dbf1123a9,math-word-problem,no,,no,yes,"To solve the problem, we need to find the number of integers \( n \) such that \( 1 \leq n \leq 2017 \) and \((n-2)(n-0)(n-1)(n-7)\) is a multiple of \( 1001 \). Note that \( 1001 = 7 \times 11 \times 13 \).

1. **Chinese Remainder Theorem Application**:
   We need \((n-2)(n)(n-1)(n-7)\) to be divisible by \( 7 \), \( 11 \), and \( 13 \). We will consider each modulus separately.

2. **Modulo 7**:
   \[
   (n-2)(n)(n-1)(n-7) \equiv 0 \pmod{7}
   \]
   This implies \( n \equiv 0, 1, 2, 7 \pmod{7} \). Since \( n \equiv 7 \pmod{7} \) is equivalent to \( n \equiv 0 \pmod{7} \), we have:
   \[
   n \equiv 0, 1, 2 \pmod{7}
   \]
   There are 3 possible residues modulo 7.

3. **Modulo 11**:
   \[
   (n-2)(n)(n-1)(n-7) \equiv 0 \pmod{11}
   \]
   This implies \( n \equiv 0, 1, 2, 7 \pmod{11} \). There are 4 possible residues modulo 11.

4. **Modulo 13**:
   \[
   (n-2)(n)(n-1)(n-7) \equiv 0 \pmod{13}
   \]
   This implies \( n \equiv 0, 1, 2, 7 \pmod{13} \). There are 4 possible residues modulo 13.

5. **Combining Results Using Chinese Remainder Theorem**:
   The total number of solutions modulo \( 7 \times 11 \times 13 = 1001 \) is:
   \[
   3 \times 4 \times 4 = 48
   \]
   This means there are 48 numbers less than or equal to 1001 that satisfy the condition.

6. **Scaling to the Range \( 1 \leq n \leq 2017 \)**:
   Since 2017 is slightly more than twice 1001, we need to consider the numbers in the second interval \( 1002 \leq n \leq 2017 \). There are 48 numbers in the first interval \( 1 \leq n \leq 1001 \) and another 48 in the second interval \( 1002 \leq n \leq 2002 \).

7. **Handling the Remaining Numbers**:
   We need to check the numbers from 2003 to 2017. This is a total of 15 numbers. We need to count how many of these satisfy the condition. By checking each number, we find that 3 of these numbers satisfy the condition.

8. **Total Count**:
   Adding up all the valid numbers:
   \[
   48 + 48 + 3 = 99
   \]

The final answer is \(\boxed{99}\)","Find the number of integers $n$ with $1 \le n \le 2017$ so that $(n-2)(n-0)(n-1)(n-7)$ is an integer
multiple of $1001$.
",,"import Mathlib

/- Find the number of integers $n$ with $1 \le n \le 2017$ so that $(n-2)(n-0)(n-1)(n-7)$ is an integer
multiple of $1001$.
 -/
theorem number_theory_59747 :
    Set.ncard {n : ℕ | 1 ≤ n ∧ n ≤ 2017 ∧ ∃ k : ℤ, 1001 ∣ (n - 2) * (n - 0) * (n - 1) * (n - 7) ∧ k = (n - 2) * (n - 0) * (n - 1) * (n - 7) / 1001} = 99 := by",,
e220f659-876a-5018-80f5-63deb1e9567a,math-word-problem,no,,no,yes,"1. **Convert to SI Units:**
   \[
   P_1 = 1 \, \text{atm} = 101325 \, \text{Pa}
   \]
   \[
   T_1 = 20^\circ \, \text{C} = 293.15 \, \text{K}
   \]
   \[
   V_1 = 1 \, \text{dm}^3 = 10^{-3} \, \text{m}^3
   \]

2. **Calculate the number of moles \( n \):**
   Using the ideal gas law \( P_1 V_1 = n R T_1 \):
   \[
   n = \frac{P_1 V_1}{R T_1} = \frac{101325 \, \text{Pa} \times 10^{-3} \, \text{m}^3}{8.314 \, \text{J/(mol K)} \times 293.15 \, \text{K}} \approx 0.041592 \, \text{mol}
   \]

3. **Isochoric Heating:**
   Since nitrogen is a diatomic gas, the change in internal energy is:
   \[
   \Delta U = \frac{5}{2} n R \Delta T
   \]
   Given \( \Delta U = 2000 \, \text{J} \):
   \[
   2000 \, \text{J} = \frac{5}{2} \times 0.041592 \, \text{mol} \times 8.314 \, \text{J/(mol K)} \times \Delta T
   \]
   Solving for \( \Delta T \):
   \[
   \Delta T = \frac{2000 \, \text{J}}{\frac{5}{2} \times 0.041592 \, \text{mol} \times 8.314 \, \text{J/(mol K)}} \approx 2314 \, \text{K}
   \]
   Therefore:
   \[
   T_2 = T_1 + \Delta T = 293.15 \, \text{K} + 2314 \, \text{K} = 2607.15 \, \text{K}
   \]
   Using the ideal gas law to find \( P_2 \):
   \[
   P_2 = \frac{n R T_2}{V_2} = \frac{0.041592 \, \text{mol} \times 8.314 \, \text{J/(mol K)} \times 2607.15 \, \text{K}}{10^{-3} \, \text{m}^3} \approx 901325 \, \text{Pa}
   \]

4. **Adiabatic Expansion:**
   For an adiabatic process, \( P V^\gamma = \text{constant} \) where \( \gamma = \frac{7}{5} \) for diatomic gases:
   \[
   P_2 V_2^{\gamma} = P_3 V_3^{\gamma}
   \]
   Solving for \( V_3 \):
   \[
   V_3 = V_2 \left( \frac{P_2}{P_3} \right)^{\frac{1}{\gamma}} = 10^{-3} \, \text{m}^3 \left( \frac{901325 \, \text{Pa}}{101325 \, \text{Pa}} \right)^{\frac{5}{7}} \approx 4.764 \times 10^{-3} \, \text{m}^3
   \]

5. **Work Done:**
   - **Adiabatic Process:**
     \[
     W_{\text{adiabatic}} = \frac{P_2 V_2 - P_3 V_3}{\gamma - 1} = \frac{901325 \, \text{Pa} \times 10^{-3} \, \text{m}^3 - 101325 \, \text{Pa} \times 4.764 \times 10^{-3} \, \text{m}^3}{\frac{7}{5} - 1} \approx 1046.52 \, \text{J}
     \]
   - **Isobaric Compression:**
     \[
     W_{\text{isobaric}} = P_3 (V_1 - V_3) = 101325 \, \text{Pa} \times (10^{-3} \, \text{m}^3 - 4.764 \times 10^{-3} \, \text{m}^3) \approx -381.39 \, \text{J}
     \]
   - **Net Work Done:**
     \[
     W_{\text{net}} = 1046.52 \, \text{J} - 381.39 \, \text{J} = 665.13 \, \text{J}
     \]

6. **Efficiency Calculation:**
   \[
   \eta = \frac{W_{\text{net}}}{Q_H} = \frac{665.13 \, \text{J}}{2000 \, \text{J}} \approx 0.33
   \]

The final answer is \(\boxed{0.33}\)","An engineer is designing an engine. Each cycle, it ignites a negligible amount of fuel, releasing $ 2000 \, \text{J} $ of energy into the cubic decimeter of air, which we assume here is gaseous nitrogen at $ 20^\circ \, \text{C} $ at $ 1 \, \text{atm} $ in the engine in a process which we can regard as instantaneous and isochoric. It then expands adiabatically until its pressure once again reaches $ 1 \, \text{atm} $, and shrinks isobarically until it reaches its initial state. What is the efficiency of this engine?

[i]Problem proposed by B. Dejean[/i]",,"import Mathlib

open Real

/- An engineer is designing an engine. Each cycle, it ignites a negligible amount of fuel, releasing $ 2000 \, \text{J} $ of energy into the cubic decimeter of air, which we assume here is gaseous nitrogen at $ 20^\circ \, \text{C} $ at $ 1 \, \text{atm} $ in the engine in a process which we can regard as instantaneous and isochoric. It then expands adiabatically until its pressure once again reaches $ 1 \, \text{atm} $, and shrinks isobarically until it reaches its initial state. What is the efficiency of this engine?

[i]Problem proposed by B. Dejean[/i] -/
theorem calculus_62273 (T : ℝ) (hT : T = 20) :
    (2000 / (1000 * T)) ^ (1 / 3) = 0.33 := by",,
6b15b9f1-e4d4-5cc8-a12f-9755d400309f,proof,no,,no,yes,"［Proof］It is easy to prove by induction that
$$
x_{n}>\sqrt{2}, n=0,1,2, \cdots
$$

From the recursive formula, we have
$$
\begin{aligned}
0<x_{n}-\sqrt{2} & =\frac{x_{n-1}^{2}+2}{2 x_{n-1}}-\sqrt{2}=\frac{1}{2}\left(\sqrt{x_{n-1}}-\sqrt{\frac{2}{x_{n-1}}}\right)^{2} \\
& =\frac{1}{2 x_{n-1}}\left(x_{n-1}-\sqrt{2}\right)^{2} .
\end{aligned}
$$

From (1), we get
$$
0<x_{n}-\sqrt{2}<\frac{1}{2 \sqrt{2}}\left(x_{n-1}-\sqrt{2}\right)^{2}, n=1,2,3, \cdots
$$

Noting that $0<\frac{x_{n-1}-\sqrt{2}}{x_{n-1}}<1$, we obtain another estimate
$$
0<x_{n}-\sqrt{2}<\frac{1}{2}\left(x_{n-1}-\sqrt{2}\right), n=1,2,3, \cdots
$$

From (3), we can recursively obtain
$$
0<x_{30}-\sqrt{2}<\frac{1}{2^{30}}\left(x_{0}-\sqrt{2}\right)<\frac{10^{9}}{2^{30}} .
$$

Since $10^{9}<2^{30}$, we have
$$
0<x_{30}-\sqrt{2}<1 \text {. }
$$

Using (2) recursively, we get
$$
\begin{aligned}
0 & <x_{36}-\sqrt{2}<\frac{1}{2 \sqrt{2}}\left(x_{35}-\sqrt{2}\right)^{2}<\left(\frac{1}{2 \sqrt{2}}\right)^{1+2}\left(x_{34}-\sqrt{2}\right)^{4} \\
& <\cdots<\left(\frac{1}{2 \sqrt{2}}\right)^{1+2+4+8+16+32}\left(x_{30}-\sqrt{2}\right),
\end{aligned}
$$

that is,
$$
0<x_{36}-\sqrt{2}<\left(\frac{1}{2 \sqrt{2}}\right)^{63}.
$$
Clearly, $\left(\frac{1}{2 \sqrt{2}}\right)^{63}<10^{-9}$, thus the inequality to be proved holds.","8. 148 Let $x_{0}=10^{9}, x_{n}=\frac{x_{n-1}^{2}+2}{2 x_{n-1}}, n=1,2,3, \cdots$ Prove:
$$
0<x_{36}-\sqrt{2}<10^{-9} .
$$",,"import Mathlib

open Real

/- 8. 148 Let $x_{0}=10^{9}, x_{n}=\frac{x_{n-1}^{2}+2}{2 x_{n-1}}, n=1,2,3, \cdots$ Prove:
$$
0<x_{36}-\sqrt{2}<10^{-9} .
$$ -/
theorem algebra_117172 (x : ℕ → ℝ)
    (hx0 : x 0 = 10 ^ 9)
    (hxn : ∀ n, x (n + 1) = (x n ^ 2 + 2) / (2 * x n)) :
    0 < x 36 - sqrt 2 ∧ x 36 - sqrt 2 < 10 ^ (-9 : ℤ) := by",,
153a27d6-94df-5b98-bf07-0ee9dbdbd0a8,math-word-problem,no,,no,yes,"Let $A=(-1,0), B=(1,0)$ and $D$ be the line $y=2$. We need to minimize $M A+M B+d(M, D)$. The point $M$ necessarily belongs to the y-axis. We then reduce the problem to minimizing $2 \sqrt{1+y^{2}}+|2-y|$. We quickly see that $0 \leqslant y \leqslant 2$. A differentiation allows us to show that the minimum is achieved at $y=1 / \sqrt{3}$, and that this minimum is $2+\sqrt{3}$.","Calculate the minimum of $\sqrt{(x-1)^{2}+y^{2}}+\sqrt{(x+1)^{2}+y^{2}}+|2-y|$ for $x, y \in \mathbb{R}$.",,"import Mathlib

open Real Set

/- Calculate the minimum of $\sqrt{(x-1)^{2}+y^{2}}+\sqrt{(x+1)^{2}+y^{2}}+|2-y|$ for $x, y \in \mathbb{R}$. -/
theorem algebra_135855 : IsLeast {n : ℝ | ∃ x y, n = sqrt ((x - 1)^2 + y^2) + sqrt ((x + 1)^2 + y^2) + abs (2 - y)} (2 + sqrt 3) := by",,
b3f6ca09-2e77-5a80-8615-5503ad6489ce,proof,no,,no,yes,"Proof. Notice that $x^{4}+3 \geqslant 2 x^{2}+2=(1+1)\left(1+x^{2}\right) \geqslant(1+x)^{2}$, and
$$\sum_{i=1}^{n} \frac{1}{a_{i}} \geqslant n \sqrt[n]{\prod_{i=1}^{n} \frac{1}{a_{i}}}=n$$

Therefore, it is sufficient to prove the stronger inequality
$$\sum_{i=1}^{n} \frac{1}{a_{i}}+n \geqslant 4 \sum_{i=1}^{n} \frac{a_{i}}{1+a_{i}}$$

Notice that $\frac{a_{i}}{1+a_{i}}=1-\frac{1}{1+a_{i}}$, so (8) is equivalent to
$$\sum_{i=1}^{n}\left(\frac{1+a_{i}}{a_{i}}+\frac{4}{1+a_{i}}\right) \geqslant 4 n$$

By the AM-GM inequality, we have
$$\sum_{i=1}^{n}\left(\frac{1+a_{i}}{a_{i}}+\frac{4}{1+a_{i}}\right) \geqslant 2 n \sqrt[2 n]{\frac{4^{n}}{a_{1} a_{2} \cdots a_{n}}}=4 n$$

Thus, (9) is obtained, and the inequality is proved.","17. (Turkey) Positive real numbers $a_{1}, a_{2}, \cdots, a_{n}$ satisfy $a_{1} a_{2} \cdots a_{n}=1$, prove that
$$\sum_{i=1}^{n} \frac{a_{i}}{\sqrt{a_{i}^{4}+3}} \leq \sum_{i=1}^{n} \frac{1}{2 a_{i}} .$$",,"import Mathlib

open Real

/- 17. (Turkey) Positive real numbers $a_{1}, a_{2}, \cdots, a_{n}$ satisfy $a_{1} a_{2} \cdots a_{n}=1$, prove that
$$\sum_{i=1}^{n} \frac{a_{i}}{\sqrt{a_{i}^{4}+3}} \leq \sum_{i=1}^{n} \frac{1}{2 a_{i}} .$$ -/
theorem inequalities_597320 {n : ℕ} (hn : 0 < n) (a : Fin n → ℝ)
    (ha : ∏ i : Fin n, a i = 1) (ha' : ∀ i : Fin n, 0 < a i) :
    ∑ i : Fin n, a i / sqrt (a i ^ 4 + 3) ≤ ∑ i : Fin n, 1 / (2 * a i) := by",,
8b8642b0-f89d-5f8e-9ba1-98bed326b944,math-word-problem,no,,no,yes,"Answer. $a= \pm 1, b=0$ or $a=0, b= \pm 1$, a total of four pairs of values.

Solution. Substitute $x=1, y=0$ into the formula from the condition, we get $|a|+|b|=1$. Then substitute $x=1, y=1$, from which $|a+b|=1$. Finally, by setting $x=1, y=-1$, we have $|a-b|=1$. From the last two equations, we get $a+b= \pm(a-b)$, from which either $a=0$ or $b=0$. From the first equation, it then follows that $a= \pm 1, b=0$ or $a=0, b= \pm 1$.

Let's verify that the found pairs of $a$ and $b$ satisfy the condition of the problem. For example, if $a=1, b=0$, then $|a x+b y|+|b x+a y|=|a x|+|a y|=|a|(|x|+|y|)=|x|+|y|$. The other cases are verified similarly.

Grading criteria. If the correct answer with verification is provided: 2 points. Only the answer: 0 points. If there is no verification that the found candidates for the answer $a= \pm 1, b=0$ or $a=0, b= \pm 1$ satisfy the condition of the problem: deduct 2 points.",10.1. Find all numbers $a$ and $b$ for which the equality $|a x+b y|+|b x+a y|=|x|+|y|$ holds for all values of the variables $x$ and $\cdot y$.,,"import Mathlib

/- 10.1. Find all numbers $a$ and $b$ for which the equality $|a x+b y|+|b x+a y|=|x|+|y|$ holds for all values of the variables $x$ and $\cdot y$. -/
theorem algebra_251621 (a b : ℝ) :
    (∀ x y : ℝ, abs (a * x + b * y) + abs (b * x + a * y) = abs x + abs y) ↔
    a = 1 ∧ b = 0 ∨ a = 0 ∧ b = 1 := by",,
5b49a8c2-bee1-5403-8998-3c37940bb127,math-word-problem,yes,yes,no,yes,"10. Let the zero of $f(x)$ be $m$.

Then $m^{4}+a m^{3}+b m^{2}+a m+1=0$.
Dividing both sides by $m^{2}$, we get
$$
\begin{aligned}
b & =-\left(m^{2}+\frac{1}{m^{2}}\right)-a\left(m+\frac{1}{m}\right) \\
& =2-\left(m+\frac{1}{m}\right)^{2}-a\left(m+\frac{1}{m}\right) \\
\Rightarrow & a^{2}-b=a^{2}+a\left(m+\frac{1}{m}\right)+\left(m+\frac{1}{m}\right)^{2}-2 \\
& =\left(a+\frac{m+\frac{1}{m}}{2}\right)^{2}+3\left(\frac{m+\frac{1}{m}}{2}\right)^{2}-2 \\
& \geqslant 3\left(\frac{m+\frac{1}{m}}{2}\right)^{2}-2 \geqslant 1 .
\end{aligned}
$$

When $m=1, a=-1, b=0$, the equality holds. Thus, the minimum value of $a^{2}-b$ is 1.","10. (20 points) Given the function
$$
f(x)=x^{4}+a x^{3}+b x^{2}+a x+1(a, b \in \mathbf{R})
$$

has at least one root. Find the minimum value of $a^{2}-b$.",,"import Mathlib

/- 10. (20 points) Given the function
$$
f(x)=x^{4}+a x^{3}+b x^{2}+a x+1(a, b \in \mathbf{R})
$$

has at least one root. Find the minimum value of $a^{2}-b$. -/
theorem algebra_325974 (a b : ℝ) (f : ℝ → ℝ)
    (h₀ : ∀ x, f x = x ^ 4 + a * x ^ 3 + b * x ^ 2 + a * x + 1)
    (h₁ : ∃ x, f x = 0) :
    a ^ 2 - b ≥ 1 := by","import Mathlib

theorem algebra_325974 (a b : ℝ) (f : ℝ → ℝ)
    (h₀ : ∀ x, f x = x ^ 4 + a * x ^ 3 + b * x ^ 2 + a * x + 1)
    (h₁ : ∃ x, f x = 0) :
    a ^ 2 - b ≥ 1 := by
  rcases h₁ with ⟨x, hx⟩
  have hfx : f x = x ^ 4 + a * x ^ 3 + b * x ^ 2 + a * x + 1 := h₀ x
  rw [hfx] at hx
  by_cases h2 : x = 0
  · -- x = 0
    rw [h2] at hx
    nlinarith
  · -- x ≠ 0
    have h3 : x ≠ 0 := h2
    have eq_b : b = (-x^4 - a * x^3 - a * x - 1) / x^2 := by
      field_simp [h3]
      linarith
    rw [eq_b]
    have h4 : a ^ 2 - (-x^4 - a * x^3 - a * x - 1) / x^2 ≥ 1 := by
      have h5 : x ^ 2 > 0 := by
        exact sq_pos_of_ne_zero h3
      have h6 : a ^ 2 - (-x^4 - a * x^3 - a * x - 1) / x^2 - 1 ≥ 0 := by
        have h8 : x ^ 2 > 0 := by
          exact sq_pos_of_ne_zero h3
        have h9 : (x ^ 2) * (a ^ 2 - (-x^4 - a * x^3 - a * x - 1) / x^2 - 1) ≥ 0 := by
          have : (x ^ 2) * (a ^ 2 - (-x^4 - a * x^3 - a * x - 1) / x^2 - 1) =
                (x ^ 4 + a * x^3 + a * x + 1 + a ^ 2 * x^2 - x^2) := by
            field_simp [h8] at *
            linarith
          rw [this]
          nlinarith [sq_nonneg (a * x + (x^2 + 1) / 2), sq_nonneg (x^2 - 1)]
        nlinarith [h8]
      linarith
    linarith",
e08b768a-825a-573d-bb65-ae93e8ea69ec,MCQ,no,,no,yes,"[Solution] Let the cost of the item be $I$, and the selling price be $S$. According to the problem, we have $S=I(1+p)$, and also $S(1-d)=I$. Eliminating $S, I$ yields $(1+p)(1-d)=1$, thus $d=\frac{p}{1+p}$. Therefore, the answer is $(C)$.","$3 \cdot 16$ If the marked price of an item is $p$ percent higher than the cost, and then, to recover the cost, the discount on the selling price cannot exceed $d$, then the value of $d$ is
(A) $\frac{1}{1+p}$.
(B) $\frac{1}{1-p}$.
(C) $\frac{p}{1+p}$.
(D) $\frac{p}{p-1}$.
(E) $\frac{1-p}{1+p}$.
(4th American High School Mathematics Examination, 1953)",,"import Mathlib

/- $3 \cdot 16$ If the marked price of an item is $p$ percent higher than the cost, and then, to recover the cost, the discount on the selling price cannot exceed $d$, then the value of $d$ is
(A) $\frac{1}{1+p}$.
(B) $\frac{1}{1-p}$.
(C) $\frac{p}{1+p}$.
(D) $\frac{p}{p-1}$.
(E) $\frac{1-p}{1+p}$.
(4th American High School Mathematics Examination, 1953) -/
theorem algebra_259552 {p d : ℝ} (hp : p > 0) (hd : 0 < d) :
    (1 + p / 100) * (1 - d) = 1 ↔ d = p / (1 + p) := by",,
4b1e4581-0f5a-5d95-9af1-1487ea329149,math-word-problem,no,,no,yes,"Answer: $(8 ; 73)\|(8,73)\| 8 ; 73 \| 8,73$","1. On the coordinate plane, lines of the form $y=a x+b$ are drawn, where $a$ and $b$ are natural numbers from 1 to 9. Among all the intersection points of these lines, select the point with the greatest sum of coordinates. Write the answer in the form ( $x ; y$ ).",,"import Mathlib

/- 1. On the coordinate plane, lines of the form $y=a x+b$ are drawn, where $a$ and $b$ are natural numbers from 1 to 9. Among all the intersection points of these lines, select the point with the greatest sum of coordinates. Write the answer in the form ( $x ; y$ ). -/
theorem algebra_218374 :
    IsGreatest {p : ℕ × ℕ | ∃ a b : ℕ, a ∈ Finset.Icc 1 9 ∧ b ∈ Finset.Icc 1 9 ∧ p.1 * a + p.2 = b * 9 + 1} (8, 73) := by",,
